Date,Open,High,Low,Close,Adj Close,Volume
2007-01-01,497.910004,509.000000,490.929993,499.809998,499.809998,2628002400
2007-02-01,505.089996,512.469971,490.049988,490.209991,490.209991,2896260300
2007-03-01,489.579987,515.859985,469.850006,510.500000,510.500000,4112448000
2007-04-01,510.500000,539.080017,509.760010,530.809998,530.809998,2867063900
2007-05-01,532.090027,542.070007,521.099976,540.390015,540.390015,3055220200
2007-06-01,541.010010,554.960022,530.530029,548.210022,548.210022,3220721300
2007-07-01,545.500000,563.979980,523.760010,533.989990,533.989990,3356766800
2007-08-01,523.460022,532.830017,479.489990,522.729980,522.729980,4400052000
2007-09-01,523.770020,546.559998,512.419983,540.979980,540.979980,3238938900
2007-10-01,538.409973,559.429993,537.510010,547.849976,547.849976,4611056000
2007-11-01,549.719971,549.780029,480.869995,507.579987,507.579987,3665931900
2007-12-01,506.859985,521.489990,495.489990,515.770020,515.770020,2251562200
2008-01-01,514.679993,518.270020,401.450012,441.329987,441.329987,4117068800
2008-02-01,445.070007,466.109985,425.350006,446.529999,446.529999,3195789200
2008-03-01,439.070007,446.140015,414.299988,442.429993,442.429993,4571194200
2008-04-01,440.649994,476.390015,440.140015,475.559998,475.559998,4860329100
2008-05-01,478.959991,496.119995,473.019989,485.519989,485.519989,2352528900
2008-06-01,483.850006,487.320007,419.100006,425.929993,425.929993,2903964900
2008-07-01,424.209991,424.209991,374.089996,399.950012,399.950012,3442760000
2008-08-01,396.679993,417.420013,391.750000,412.839996,412.839996,2289857800
2008-09-01,409.380005,416.279999,310.670013,331.450012,331.450012,4038303200
2008-10-01,335.660004,344.230011,231.500000,267.690002,267.690002,4899443100
2008-11-01,269.570007,291.130005,220.119995,252.550003,252.550003,2654485900
2008-12-01,252.820007,257.529999,227.770004,245.940002,245.940002,2127819000
2009-01-01,248.970001,271.910004,227.529999,248.600006,248.600006,2672179400
2009-02-01,245.419998,263.950012,214.960007,219.809998,219.809998,2613295200
2009-03-01,214.449997,226.770004,194.990005,216.979996,216.979996,2926274200
2009-04-01,216.270004,244.979996,212.770004,240.759995,240.759995,2414278000
2009-05-01,244.990005,267.149994,244.619995,259.450012,259.450012,2184777300
2009-06-01,265.239990,271.119995,247.029999,254.710007,254.710007,1936822100
2009-07-01,256.329987,285.239990,241.360001,283.170013,283.170013,2056747500
2009-08-01,283.630005,302.760010,280.149994,296.269989,296.269989,2057420900
2009-09-01,298.029999,315.480011,286.239990,311.350006,311.350006,2213063300
2009-10-01,312.309998,328.510010,296.500000,302.359985,302.359985,2684133200
2009-11-01,302.109985,323.179993,296.980011,305.899994,305.899994,2040551600
2009-12-01,309.140015,338.220001,308.869995,335.329987,335.329987,2449715400
2010-01-01,336.959991,345.559998,323.950012,327.899994,327.899994,2123769900
2010-02-01,325.940002,335.679993,311.529999,317.739990,317.739990,2359193700
2010-03-01,320.750000,346.079987,320.100006,344.220001,344.220001,2227796400
2010-04-01,345.899994,358.230011,341.950012,345.910004,345.910004,2327998800
2010-05-01,345.410004,348.859985,301.480011,320.700012,320.700012,3292378800
2010-06-01,319.489990,343.320007,311.820007,316.809998,316.809998,2322227200
2010-07-01,313.049988,340.589996,306.269989,330.640015,330.640015,2073605600
2010-08-01,333.299988,341.000000,308.470001,316.470001,316.470001,1922671700
2010-09-01,318.079987,342.350006,315.510010,334.390015,334.390015,1951642600
2010-10-01,335.269989,344.440002,328.609985,337.230011,337.230011,1752528500
2010-11-01,339.649994,348.820007,325.140015,327.410004,327.410004,2169528000
2010-12-01,329.910004,358.799988,329.059998,354.570007,354.570007,1635423800
2011-01-01,357.910004,365.079987,352.559998,360.750000,360.750000,2184182600
2011-02-01,363.029999,374.190002,361.920013,369.130005,369.130005,2070796600
2011-03-01,370.690002,372.200012,343.200012,365.619995,365.619995,1759110400
2011-04-01,367.470001,371.100006,350.790009,359.940002,359.940002,1546362600
2011-05-01,362.260010,363.309998,340.329987,349.440002,349.440002,1982653400
2011-06-01,350.290009,350.380005,326.859985,339.649994,339.649994,1976857800
2011-07-01,340.130005,347.010010,323.059998,329.220001,329.220001,1956299600
2011-08-01,333.630005,333.730011,265.850006,292.929993,292.929993,3369093000
2011-09-01,294.339996,295.809998,256.359985,280.179993,280.179993,2760035400
2011-10-01,273.510010,318.179993,266.130005,307.500000,307.500000,2460327600
2011-11-01,301.019989,308.190002,268.739990,299.679993,299.679993,2646724000
2011-12-01,300.140015,312.470001,291.350006,312.470001,312.470001,1820770200
2012-01-01,317.559998,323.829987,305.549988,318.470001,318.470001,2162293800
2012-02-01,319.959991,333.079987,319.609985,324.250000,324.250000,2052318400
2012-03-01,323.809998,337.200012,316.670013,323.510010,323.510010,2125764200
2012-04-01,324.209991,327.230011,299.920013,308.299988,308.299988,2257054000
2012-05-01,311.820007,312.299988,286.890015,290.089996,290.089996,2228843400
2012-06-01,291.209991,307.809998,281.000000,307.309998,307.309998,2469729800
2012-07-01,307.410004,329.459991,306.470001,326.470001,326.470001,2145482000
2012-08-01,327.000000,336.690002,321.769989,329.279999,329.279999,2026035400
2012-09-01,328.570007,340.220001,323.179993,323.179993,323.179993,1934381600
2012-10-01,322.190002,336.540009,321.829987,330.760010,330.760010,1860094400
2012-11-01,330.500000,339.459991,319.750000,336.549988,336.549988,1874099800
2012-12-01,337.170013,346.859985,336.630005,342.709991,342.709991,1396944200
2013-01-01,348.529999,358.920013,346.049988,354.350006,354.350006,2024688000
2013-02-01,354.420013,356.880005,332.989990,340.529999,340.529999,2159438000
2013-03-01,339.709991,356.160004,336.500000,348.100006,348.100006,2008844600
2013-04-01,347.779999,355.010010,337.940002,351.390015,351.390015,2585405000
2013-05-01,351.519989,373.309998,351.220001,363.380005,363.380005,2769649400
2013-06-01,361.269989,364.920013,330.980011,344.589996,344.589996,2550286000
2013-07-01,345.910004,373.130005,342.799988,369.809998,369.809998,2743390400
2013-08-01,370.200012,380.179993,362.329987,362.929993,362.929993,2870441900
2013-09-01,366.309998,385.899994,365.160004,374.920013,374.920013,2193656100
2013-10-01,373.940002,393.040009,366.059998,391.920013,391.920013,2093976100
2013-11-01,392.500000,398.589996,388.429993,396.549988,396.549988,1987060800
2013-12-01,396.619995,401.950012,375.899994,401.790009,401.790009,1487431000
2014-01-01,403.369995,408.929993,381.720001,386.850006,386.850006,2412696300
2014-02-01,385.859985,402.459991,379.510010,398.540009,398.540009,2132677200
2014-03-01,392.140015,405.089996,379.799988,403.209991,403.209991,2239649400
2014-04-01,404.829987,408.420013,391.290009,400.549988,400.549988,1701391900
2014-05-01,400.049988,408.339996,392.720001,407.209991,407.209991,1587427100
2014-06-01,408.600006,419.570007,406.500000,413.149994,413.149994,1480473600
2014-07-01,413.799988,419.940002,401.559998,404.290009,404.290009,1746853500
2014-08-01,403.350006,413.600006,388.140015,413.130005,413.130005,1498665600
2014-09-01,413.399994,425.739990,413.130005,421.140015,421.140015,1674224900
2014-10-01,419.679993,421.480011,366.839996,411.320007,411.320007,2510624400
2014-11-01,411.279999,426.989990,403.149994,425.859985,425.859985,1825549900
2014-12-01,422.820007,432.220001,389.309998,424.470001,424.470001,1754190800
2015-01-01,425.890015,459.440002,406.299988,450.390015,450.390015,2295729500
2015-02-01,450.600006,483.929993,446.440002,483.929993,483.929993,2132924000
2015-03-01,484.359985,500.660004,478.799988,489.410004,489.410004,2122983100
2015-04-01,486.839996,510.549988,484.799988,487.850006,487.850006,1926754400
2015-05-01,488.239990,504.799988,469.820007,493.559998,493.559998,1713809300
2015-06-01,496.880005,498.829987,464.600006,472.579987,472.579987,2187214400
2015-07-01,477.839996,506.049988,454.859985,495.230011,495.230011,1974446300
2015-08-01,495.399994,504.000000,401.869995,445.029999,445.029999,2210845100
2015-09-01,439.950012,451.410004,405.010010,421.140015,421.140015,2274460500
2015-10-01,426.769989,468.640015,415.519989,462.119995,462.119995,2356116800
2015-11-01,457.839996,474.869995,448.359985,469.519989,469.519989,2134832500
2015-12-01,471.220001,471.959991,419.790009,441.820007,441.820007,2150028300
2016-01-01,436.970001,436.970001,392.440002,431.279999,431.279999,2524113000
2016-02-01,433.850006,433.850006,378.529999,427.269989,427.269989,2844603800
2016-03-01,426.790009,449.619995,425.829987,440.109985,440.109985,2443585500
2016-04-01,434.859985,458.019989,426.750000,439.679993,439.679993,2257515000
2016-05-01,441.029999,453.070007,425.779999,447.869995,447.869995,2056074300
2016-06-01,447.140015,453.299988,409.230011,435.880005,435.880005,2675183800
2016-07-01,438.359985,456.779999,419.450012,449.829987,449.829987,2115001000
2016-08-01,451.450012,457.920013,437.850006,454.380005,454.380005,1859965300
2016-09-01,455.720001,466.170013,437.619995,452.329987,452.329987,2113273500
2016-10-01,452.549988,463.029999,442.720001,452.589996,452.589996,1991888200
2016-11-01,456.320007,459.570007,436.279999,457.209991,457.209991,2495252600
2016-12-01,455.890015,484.209991,445.649994,483.170013,483.170013,1935176500
2017-01-01,481.160004,489.910004,476.709991,476.709991,476.709991,1727615900
2017-02-01,480.190002,500.940002,479.380005,495.350006,495.350006,1909270400
2017-03-01,499.140015,518.880005,498.940002,516.539978,516.539978,2176408500
2017-04-01,517.520020,526.250000,509.399994,521.130005,521.130005,1863955900
2017-05-01,522.400024,537.840027,519.479980,524.070007,524.070007,2276017400
2017-06-01,524.109985,531.609985,506.910004,507.149994,507.149994,2146512600
2017-07-01,509.540009,530.659973,506.269989,525.440002,525.440002,1733489300
2017-08-01,528.750000,533.179993,505.920013,516.039978,516.039978,1685762200
2017-09-01,518.159973,537.059998,512.820007,537.059998,537.059998,1616924200
2017-10-01,538.570007,553.919983,537.789978,553.380005,553.380005,1647862100
2017-11-01,555.710022,557.429993,534.619995,540.109985,540.109985,2086484500
2017-12-01,540.950012,555.119995,535.289978,544.580017,544.580017,1588729000
2018-01-01,545.239990,572.809998,540.340027,560.520020,560.520020,1827722000
2018-02-01,563.020020,563.539978,515.960022,535.580017,535.580017,1848009300
2018-03-01,533.049988,539.750000,516.580017,529.520020,529.520020,1866866500
2018-04-01,525.320007,556.510010,521.679993,555.729980,555.729980,1658940700
2018-05-01,555.539978,572.900024,550.380005,552.849976,552.849976,2092935000
2018-06-01,556.520020,569.159973,543.869995,551.679993,551.679993,1946027800
2018-07-01,545.460022,576.900024,544.090027,574.250000,574.250000,1656599700
2018-08-01,574.679993,575.489990,549.729980,558.419983,558.419983,1720793400
2018-09-01,558.500000,561.609985,533.909973,549.619995,549.619995,1866307500
2018-10-01,550.080017,554.049988,500.450012,518.710022,518.710022,2170480500
2018-11-01,519.900024,534.210022,506.899994,519.369995,519.369995,1974712600
2018-12-01,529.739990,530.030029,472.190002,487.880005,487.880005,1765112600
2019-01-01,479.910004,521.020020,477.049988,520.630005,520.630005,1877499400
2019-02-01,521.820007,544.880005,519.739990,541.049988,541.049988,1670828500
2019-03-01,543.059998,555.549988,529.719971,548.979980,548.979980,1754782300
2019-04-01,552.890015,571.909973,552.010010,571.599976,571.599976,1372199000
2019-05-01,568.869995,571.109985,537.479980,540.489990,540.489990,1425327400
2019-06-01,535.900024,566.669983,534.489990,561.760010,561.760010,1391558200
2019-07-01,569.219971,586.320007,564.549988,572.090027,572.090027,1495895400
2019-08-01,564.979980,572.460022,528.679993,558.349976,558.349976,1894539500
2019-09-01,559.250000,580.520020,556.479980,580.229980,580.229980,1634882400
2019-10-01,582.650024,585.250000,553.849976,576.630005,576.630005,1753013600
2019-11-01,578.250000,602.369995,578.109985,597.289978,597.289978,1403449600
2019-12-01,598.169983,612.489990,581.020020,604.580017,604.580017,1245608700
2020-01-01,608.010010,616.460022,589.440002,589.500000,589.500000,1485896300
2020-02-01,591.429993,632.119995,531.179993,539.380005,539.380005,1973499500
2020-03-01,550.950012,562.260010,389.600006,483.440002,483.440002,3474520400
2020-04-01,468.989990,528.690002,465.290009,512.919983,512.919983,2831725400
2020-05-01,496.540009,539.619995,490.790009,532.570007,532.570007,2566313400
2020-06-01,540.469971,576.450012,529.780029,559.729980,559.729980,2932850100
2020-07-01,561.010010,587.030029,543.630005,545.289978,545.289978,1879885800
2020-08-01,546.520020,575.710022,544.960022,549.200012,549.200012,1700034600
2020-09-01,552.780029,568.080017,533.219971,547.700012,547.700012,1283950600
2020-10-01,551.169983,575.520020,527.859985,533.880005,533.880005,2255871500
2020-11-01,535.409973,615.109985,533.390015,606.020020,606.020020,1232961200
2020-12-01,609.000000,633.119995,602.640015,624.609985,624.609985,25728400
2021-01-01,632.020020,667.849976,628.979980,637.109985,637.109985,251231000
2021-02-01,642.659973,689.239990,642.219971,651.260010,651.260010,121786800
2021-03-01,662.020020,704.250000,649.969971,699.849976,699.849976,1184985400
2021-04-01,707.049988,719.260010,699.059998,707.559998,707.559998,167025000
2021-05-01,709.929993,719.289978,677.880005,709.359985,709.359985,69573800
2021-06-01,712.809998,736.330017,712.419983,729.520020,729.520020,1589900
2021-07-01,734.710022,759.349976,716.229980,754.309998,754.309998,638282700
2021-08-01,760.479980,792.539978,754.460022,787.619995,787.619995,95590900
2021-09-01,793.390015,804.469971,771.789978,771.940002,771.940002,233687700
2021-10-01,761.820007,818.309998,751.059998,810.909973,810.909973,326454800
2021-11-01,815.250000,829.659973,774.309998,777.390015,777.390015,963221900
2021-12-01,783.840027,809.159973,755.570007,797.929993,797.929993,125821700
2022-01-01,802.500000,812.549988,734.419983,755.200012,755.200012,216859300
2022-02-01,761.909973,772.229980,699.989990,729.719971,729.719971,78089800
2022-03-01,728.520020,739.270020,652.799988,724.200012,724.200012,1204725400
2022-04-01,725.989990,743.049988,687.739990,710.979980,710.979980,85991200
2022-05-01,702.520020,719.000000,662.219971,712.880005,712.880005,216608500
2022-06-01,714.869995,716.130005,632.020020,659.229980,659.229980,76108700
2022-07-01,651.219971,732.580017,643.599976,729.440002,729.440002,459375100
2022-08-01,728.679993,736.340027,680.309998,680.309998,680.309998,202938700
2022-09-01,674.960022,703.390015,627.349976,640.619995,640.619995,146119700
2022-10-01,633.479980,673.179993,611.739990,670.619995,670.619995,404313100
2022-11-01,675.280029,680.000000,654.830017,671.880005,671.880005,318442300
2022-11-04,664.179993,676.479980,663.580017,671.880005,671.880005,0
