"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-10",5.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-11",5.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-12",5.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-01",5.23
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-02",5.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-03",5.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-04",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-05",5.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-06",5.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-07",5.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-08",5.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-09",5.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-10",5.61
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-11",5.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2008-12",5.45
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-01",5.27
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-02",5.06
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-03",4.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-04",4.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-05",4.68
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-06",4.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-07",4.81
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-08",4.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-09",4.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-10",4.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-11",4.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2009-12",4.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-01",4.78
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-02",4.73
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-03",4.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-04",4.63
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-05",4.56
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-06",4.52
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-07",4.48
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-08",4.45
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-09",4.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-10",4.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-11",4.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2010-12",4.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-01",4.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-02",4.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-03",4.5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-04",4.59
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-05",4.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-06",4.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-07",4.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-08",4.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-09",4.57
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-10",4.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-11",4.53
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2011-12",4.54
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-01",4.52
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-02",4.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-03",4.43
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-04",4.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-05",4.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-06",4.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-07",4.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-08",4.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-09",4.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-10",4.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-11",4.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2012-12",4.09
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-01",4.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-02",4.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-03",4.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-04",3.96
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-05",3.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-06",3.68
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-07",3.68
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-08",3.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-09",3.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-10",3.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-11",3.61
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2013-12",3.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-01",3.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-02",3.53
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-03",3.52
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-04",3.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-05",3.45
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-06",3.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-07",3.34
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-08",3.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-09",3.27
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-10",3.23
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-11",3.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2014-12",3.13
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-01",3.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-02",3.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-03",2.99
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-04",2.96
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-05",2.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-06",2.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-07",2.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-08",2.91
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-09",2.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-10",2.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-11",2.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2015-12",2.78
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-01",2.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-02",2.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-03",2.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-04",2.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-05",2.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-06",2.59
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-07",2.61
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-08",2.56
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-09",2.5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-10",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-11",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2016-12",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-01",2.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-02",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-03",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-04",2.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-05",2.43
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-06",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-07",2.43
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-08",2.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-09",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-10",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-11",2.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2017-12",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-01",2.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-02",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-03",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-04",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-05",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-06",2.44
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-07",2.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-08",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-09",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-10",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-11",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2018-12",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-01",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-02",2.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-03",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-04",2.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-05",2.31
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-06",2.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-07",2.24
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-08",2.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-09",2.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-10",2.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-11",2.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2019-12",2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-01",1.98
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-02",1.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-03",1.91
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-04",1.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-05",1.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-06",1.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-07",1.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-08",1.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-09",1.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-10",1.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-11",1.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2020-12",1.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-01",1.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-02",1.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-03",1.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-04",1.71
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-05",1.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-06",1.68
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-07",1.68
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-08",1.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-09",1.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-10",1.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-11",1.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2021-12",1.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-01",1.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-02",1.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-03",1.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-04",1.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-05",2.04
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-06",2.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-07",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2022-08",2.63
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-01",4.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-02",4.06
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-03",3.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-04",3.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-05",3.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-06",3.57
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-07",3.49
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-08",3.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-09",3.46
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-10",3.48
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-11",3.5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2003-12",3.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-01",3.44
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-02",3.43
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-03",3.31
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-04",3.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-05",3.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-06",3.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-07",3.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-08",3.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-09",3.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-10",3.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-11",3.23
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2004-12",3.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-01",3.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-02",3.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-03",3.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-04",3.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-05",3.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-06",3.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-07",3.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-08",3.24
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2005-09",3.2
