"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-01",5.47
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-02",5.44
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-03",5.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-04",5.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-05",5.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-06",5.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-07",5.45
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-08",5.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-09",5.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-10",5.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-11",5.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2009-12",5.26
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-01",5.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-02",5.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-03",5.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-04",5.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-05",4.93
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-06",4.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-07",4.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-08",4.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-09",4.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-10",4.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-11",4.54
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2010-12",4.57
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-01",4.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-02",4.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-03",4.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-04",4.98
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-05",5.09
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-06",5.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-07",5.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-08",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-09",5.01
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-10",4.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-11",4.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2011-12",4.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-01",4.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-02",4.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-03",4.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-04",4.83
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-05",4.78
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-06",4.72
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-07",4.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-08",4.68
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-09",4.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-10",4.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-11",4.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2012-12",4.57
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-01",4.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-02",4.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-03",4.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-04",4.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-05",4.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-06",4.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-07",4.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-08",4.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-09",4.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-10",4.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-11",4.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2013-12",4.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-01",4.04
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-02",4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-03",3.93
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-04",3.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-05",3.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-06",3.81
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-07",3.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-08",3.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-09",3.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-10",3.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-11",3.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2014-12",3.27
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-01",3.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-02",3.23
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-03",3.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-04",3.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-05",2.91
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-06",2.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-07",2.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-08",2.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-09",2.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-10",2.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-11",2.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2015-12",2.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-01",2.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-02",2.79
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-03",2.72
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-04",2.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-05",2.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-06",2.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-07",2.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-08",2.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-09",2.46
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-10",2.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-11",2.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2016-12",2.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-01",2.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-02",2.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-03",2.34
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-04",2.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-05",2.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-06",2.34
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-07",2.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-08",2.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-09",2.34
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-10",2.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-11",2.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2017-12",2.34
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-01",2.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-02",2.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-03",2.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-04",2.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-05",2.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-06",2.44
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-07",2.41
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-08",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-09",2.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-10",2.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-11",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2018-12",2.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-01",2.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-02",2.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-03",2.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-04",2.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-05",2.27
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-06",2.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-07",2.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-08",2.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-09",2.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-10",2.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-11",2.31
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2019-12",1.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-01",1.93
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-02",1.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-03",1.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-04",1.78
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-05",1.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-06",1.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-07",1.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-08",1.78
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-09",1.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-10",1.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-11",1.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2020-12",1.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-01",1.71
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-02",1.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-03",1.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-04",1.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-05",1.63
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-06",1.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-07",1.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-08",1.57
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-09",1.53
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-10",1.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-11",1.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2021-12",1.53
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-01",1.54
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-02",1.56
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-03",1.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-04",1.79
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-05",1.97
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-06",2.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-07",2.43
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar en <= 10 jaar * ","2022-08",2.71
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-01",4.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-02",4.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-03",4.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-04",4.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-05",4.57
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-06",4.34
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-07",4.26
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-08",4.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-09",4.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-10",4.47
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-11",4.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2003-12",4.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-01",4.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-02",4.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-03",4.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-04",4.06
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-05",4.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-06",4.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-07",4.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-08",4.24
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-09",4.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-10",4.15
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-11",3.96
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2004-12",3.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-01",3.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-02",3.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-03",3.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-04",3.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-05",3.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-06",3.73
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-07",3.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-08",3.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-09",3.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-10",3.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-11",3.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2005-12",3.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-01",3.94
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-02",4.01
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-03",4.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-04",4.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-05",4.31
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-06",4.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-07",4.48
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-08",4.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-09",4.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-10",4.59
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-11",4.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2006-12",4.63
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-01",4.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-02",4.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-03",4.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-04",4.8
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-05",4.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-06",4.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-07",5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-08",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","Totaal * ","2007-09",5.18
